time,open,close,high,low,volume
2018-01-24 16:05:00,90.0,90.0,90.0,90.0,10.0
2018-01-24 16:10:00,90.0,90.0,90.0,90.0,3.0
2018-01-24 16:15:00,89.999,89.999,89.999,89.999,11.138064289999999
2018-01-24 16:20:00,89.999,97.998,97.998,89.999,101.59262867
2018-01-24 16:25:00,90.0,92.9,92.9,90.0,14.6
2018-01-24 16:35:00,90.99,90.99,90.99,90.99,2.04520051
2018-01-24 16:45:00,88.0,88.0,88.0,88.0,2.043155
2018-01-24 16:50:00,88.0,88.0,88.0,88.0,1.0
2018-01-24 16:55:00,88.88,88.88,88.88,88.88,2.0
2018-01-24 17:00:00,88.5,88.0,88.5,88.0,8.78686377
2018-01-24 17:05:00,89.78,89.78,89.78,89.78,0.5
2018-01-24 17:10:00,89.767,89.78,89.78,89.767,5.0
2018-01-24 17:15:00,89.78,89.78,89.78,89.78,0.2
2018-01-24 17:20:00,89.78,89.78,89.78,89.78,1.0
2018-01-24 17:25:00,88.0,88.1,89.682,88.0,20.790986590000003
2018-01-24 17:30:00,89.6,89.6,89.6,89.6,2.17667433
2018-01-24 17:35:00,87.0,87.0,87.0,87.0,1.0
2018-01-24 17:45:00,86.001,86.001,86.001,86.001,119.29099105
2018-01-24 17:55:00,89.136,89.136,89.136,89.136,2.48
2018-01-24 18:00:00,86.002,89.056,89.056,86.002,14.87780548
2018-01-24 18:05:00,89.1,89.1,89.1,89.1,0.6
2018-01-24 18:10:00,89.6,89.6,89.6,89.6,10.338
2018-01-24 18:15:00,86.249,86.021,86.249,86.021,9.2734123
2018-01-24 18:20:00,89.099,89.6,89.6,89.099,3.73423738
2018-01-24 18:40:00,89.3,89.3,89.3,89.3,1.0
2018-01-24 18:50:00,89.2,89.2,89.2,89.2,5.18967867
2018-01-24 18:55:00,89.2,89.2,89.2,89.2,3.5
2018-01-24 19:15:00,89.2,89.2,89.2,89.2,6.6013404300000005
2018-01-24 19:20:00,89.2,89.0,99.0,87.501,1175.30629694
2018-01-24 19:25:00,89.0,89.0,89.099,89.0,402.8605
2018-01-24 19:30:00,91.897,91.897,91.897,91.897,1.24846382
2018-01-24 19:35:00,90.0,90.0,92.033,90.0,495.06529628
2018-01-24 19:40:00,90.0,89.0,90.0,89.0,151.0
2018-01-24 19:45:00,91.877,91.84,91.877,91.84,4.497053230000001
2018-01-24 19:50:00,89.001,89.2,91.737,89.001,6.20819505
2018-01-24 20:00:00,89.502,89.503,89.503,89.502,26.069
2018-01-24 20:05:00,91.761,91.761,91.761,91.761,1.9235
2018-01-24 20:10:00,88.1,91.688,91.688,88.1,1.2
2018-01-24 20:15:00,91.568,91.568,91.568,91.568,8.88283586
2018-01-24 20:25:00,92.003,89.624,92.003,89.624,1.4226999999999999
2018-01-24 20:40:00,91.688,91.965,91.965,91.688,11.03417505
2018-01-24 20:45:00,91.865,91.843,91.865,91.843,5.20958115
2018-01-24 20:50:00,91.795,91.795,91.795,91.795,1.9
2018-01-24 20:55:00,91.721,89.203,91.721,89.203,6.935973000000001
2018-01-24 21:00:00,91.591,91.591,91.591,91.591,0.225864
2018-01-24 21:20:00,91.82,88.693,92.042,88.693,3.3727
2018-01-24 21:25:00,91.591,94.788,94.788,91.591,0.5
2018-01-24 21:40:00,92.202,92.202,92.202,92.202,2.0
2018-01-24 21:50:00,92.202,92.202,92.202,92.202,3.08918894
2018-01-24 22:00:00,90.565,90.55,90.565,90.55,13.05
2018-01-24 22:10:00,93.27,90.0,93.27,90.0,13.46741514
2018-01-24 22:15:00,90.0,93.187,93.217,88.694,14.94368719
2018-01-24 22:20:00,93.119,93.119,93.119,93.119,1.2
2018-01-24 22:35:00,92.791,89.118,92.791,89.118,8.55
2018-01-24 22:50:00,89.099,88.551,91.0,88.551,25.0985
2018-01-24 23:00:00,90.807,90.807,90.807,90.807,1.54994667
2018-01-24 23:15:00,90.544,90.545,90.545,90.544,4.4
2018-01-24 23:45:00,91.502,91.502,91.502,91.502,1.0
2018-01-25 00:00:00,91.502,91.502,91.502,91.502,1.0
2018-01-25 00:05:00,91.369,91.331,91.369,91.331,2.0
2018-01-25 00:15:00,90.004,90.004,90.004,90.004,0.24
2018-01-25 00:20:00,91.33,90.005,91.33,90.005,3.1738398500000002
2018-01-25 00:30:00,90.55,90.5,90.55,90.5,44.909
2018-01-25 00:35:00,91.223,91.223,91.223,91.223,10.0
2018-01-25 00:45:00,91.309,91.309,91.309,91.309,1.0
2018-01-25 01:10:00,91.278,91.278,91.278,91.278,2.0
2018-01-25 01:15:00,89.872,89.872,89.872,89.872,0.509
2018-01-25 01:20:00,91.289,91.289,91.289,91.289,10.454819
2018-01-25 01:45:00,92.003,92.003,92.003,92.003,1.0
2018-01-25 02:00:00,91.32,91.6,91.6,91.32,4.82843077
2018-01-25 02:05:00,92.042,93.927,93.927,92.042,15.0
2018-01-25 02:10:00,91.908,91.908,91.908,91.908,0.2227
2018-01-25 02:20:00,91.32,89.465,91.32,89.465,113.97512295
2018-01-25 02:30:00,91.908,92.906,92.906,91.908,131.47960269
2018-01-25 02:35:00,93.71,93.712,93.712,93.71,300.0
2018-01-25 02:40:00,93.71,93.72,93.72,93.71,599.99999979
2018-01-25 02:50:00,93.927,94.0,94.0,93.927,1.2212
2018-01-25 03:05:00,94.0,94.0,94.0,94.0,0.0788
2018-01-25 03:10:00,94.612,92.702,94.612,92.702,255.0
2018-01-25 03:15:00,92.701,92.7,92.701,92.7,35.0
2018-01-25 03:20:00,92.028,92.028,92.028,92.028,0.267717
2018-01-25 04:00:00,94.345,94.345,94.345,94.345,300.0
2018-01-25 04:10:00,94.271,94.271,94.271,94.271,5.0
2018-01-25 04:15:00,94.273,94.273,94.273,94.273,3.3
2018-01-25 04:20:00,92.306,91.99,92.306,91.99,73.97639699999999
2018-01-25 04:45:00,94.309,94.309,94.309,94.309,1.05
2018-01-25 05:00:00,92.0,92.0,92.0,92.0,7.09894455
2018-01-25 05:10:00,94.156,94.156,94.156,94.156,1.0
2018-01-25 05:15:00,90.513,90.513,90.513,90.513,0.999
2018-01-25 05:25:00,94.303,94.305,94.305,94.303,11.595238859999998
2018-01-25 06:25:00,93.936,93.924,93.936,93.924,1.3161750300000001
2018-01-25 06:40:00,92.267,90.633,92.267,90.633,1.9196529999999998
2018-01-25 06:55:00,93.197,93.197,93.197,93.197,1.0
2018-01-25 07:00:00,93.151,93.151,93.151,93.151,1.5
2018-01-25 07:10:00,93.151,93.151,93.151,93.151,5.82359661
2018-01-25 07:20:00,91.138,90.65,91.138,90.65,6.921104
2018-01-25 07:25:00,90.65,90.616,93.066,90.616,9.14081531
