time,open,close,high,low,volume
2018-01-08 21:35:00,1.0,1.0,1.0,1.0,113.20637771
2018-01-08 21:40:00,1.0,1.0,2.0,0.92,30807.564008920002
2018-01-08 21:45:00,0.99,1.0,1.5,0.85,26153.78657954
2018-01-08 21:50:00,1.2,0.8999,1.2,0.8337,27620.04131207
2018-01-08 21:55:00,0.8999,0.9999,1.499,0.8574,175981.69705389
2018-01-08 22:00:00,0.9999,0.87,1.3,0.85,112746.63108203
2018-01-08 22:05:00,0.89,0.8699,0.8989,0.82,107689.69621782
2018-01-08 22:10:00,0.8691,0.835,0.8698,0.819,62443.76343935
2018-01-08 22:15:00,0.82,0.8477,0.8477,0.8101,35659.58910471
2018-01-08 22:20:00,0.8477,0.88,0.94,0.8477,93656.82905005
2018-01-08 22:25:00,0.881,0.92,0.92769,0.88,111679.43346655
2018-01-08 22:30:00,0.92,0.99,0.99,0.91,127118.13989681
2018-01-08 22:35:00,0.99,0.975,1.0,0.942,146571.62473408
2018-01-08 22:40:00,0.973,1.01,1.01,0.969,135377.94644101
2018-01-08 22:45:00,1.01,1.04,1.09,1.0,90439.77350834
2018-01-08 22:50:00,1.07,1.066,1.09,1.032,63700.163444879996
2018-01-08 22:55:00,1.066,1.0,1.09,0.999,103812.79558372
2018-01-08 23:00:00,1.0273,0.98,1.033,0.925,37234.68853014
2018-01-08 23:05:00,0.98,0.94,0.98,0.91223,19200.19103547
2018-01-08 23:10:00,0.92003,0.9,0.971,0.9,35485.75455779
2018-01-08 23:15:00,0.9,0.89,0.9,0.851,62835.04989958
2018-01-08 23:20:00,0.9,0.88994,1.039,0.88994,153124.21587395
2018-01-08 23:25:00,0.9149,0.891,0.9149,0.8701,106708.27612962
2018-01-08 23:30:00,0.891,0.889,0.8999,0.8561,69634.43099894
2018-01-08 23:35:00,0.8561,0.86,0.8909,0.85,30734.09970142
2018-01-08 23:40:00,0.874,0.8729,0.874,0.845,46388.94232007
2018-01-08 23:45:00,0.8729,0.8679,0.89999,0.8451,35768.63237115
2018-01-08 23:50:00,0.8679,0.863,0.8679,0.84726,17026.09131561
2018-01-08 23:55:00,0.868,0.8619,0.8869,0.854,27259.36649763
2018-01-09 00:00:00,0.8619,0.8688,0.8699,0.85,35515.77908384
2018-01-09 00:05:00,0.8686,0.863,0.8686,0.8561,41084.52839042
2018-01-09 00:10:00,0.863,0.8391,0.863,0.8391,42839.43066546
2018-01-09 00:15:00,0.83935,0.8689,0.8689,0.83935,20945.69676828
2018-01-09 00:20:00,0.8689,0.8689,0.8689,0.853,28132.79298176
2018-01-09 00:25:00,0.8689,0.86,0.8872,0.86,23058.861946510002
2018-01-09 00:30:00,0.86,0.84864,0.86989,0.841,16426.02263829
2018-01-09 00:35:00,0.842,0.84,0.875,0.8397,73463.061074
2018-01-09 00:40:00,0.84,0.8695,0.8695,0.83625,31602.15477501
2018-01-09 00:45:00,0.8695,0.847,0.87778,0.847,41390.50077136
2018-01-09 00:50:00,0.865,0.875,0.88,0.865,13847.72277594
2018-01-09 00:55:00,0.875,0.8777,0.8798,0.86,18031.32059036
2018-01-09 01:00:00,0.8777,0.8775,0.8777,0.87,21628.23642437
2018-01-09 01:05:00,0.877,0.8775,0.8775,0.861,49817.24062453
2018-01-09 01:10:00,0.8775,0.8795,0.8795,0.8659,14606.35195467
2018-01-09 01:15:00,0.8795,0.8845,0.8871,0.8778,52588.99589845
2018-01-09 01:20:00,0.8845,0.87,0.8871,0.87,12125.68769468
2018-01-09 01:25:00,0.8676,0.88161,0.88161,0.8674,13048.32363483
2018-01-09 01:30:00,0.8872,0.92899,0.93,0.88161,80439.29658072
2018-01-09 01:35:00,0.92859,0.9176,0.92859,0.90001,59829.30004439
2018-01-09 01:40:00,0.9174,0.9004,0.9176,0.9002,19743.8729238
2018-01-09 01:45:00,0.91,0.9,0.91699,0.888,34083.70089766
2018-01-09 01:50:00,0.8903,0.9079,0.9142,0.8902,28353.16333382
2018-01-09 01:55:00,0.9079,0.9089,0.9142,0.9,69733.92302804
2018-01-09 02:00:00,0.9088,0.89,0.9088,0.89,25989.94565064
2018-01-09 02:05:00,0.906,0.8741,0.9088,0.8741,10734.63636151
2018-01-09 02:10:00,0.90368,0.886,0.90368,0.875,7218.4157350000005
2018-01-09 02:15:00,0.8777,0.886,0.899,0.8742,14571.122313150001
2018-01-09 02:20:00,0.8914,0.8741,0.8914,0.8741,2181.798355
2018-01-09 02:25:00,0.87413,0.8899,0.8939,0.865,22950.94295233
2018-01-09 02:30:00,0.8899,0.8701,0.8899,0.8701,5827.09183011
2018-01-09 02:35:00,0.8701,0.87,0.8935,0.862,62362.05662184
2018-01-09 02:40:00,0.8698,0.85966,0.8699,0.8532,6701.73522038
2018-01-09 02:45:00,0.8698,0.8626,0.8699,0.841,15614.44191835
2018-01-09 02:50:00,0.8489,0.8939,0.8939,0.8489,2484.39252366
2018-01-09 02:55:00,0.8939,0.8859,0.8939,0.849,9092.68677385
2018-01-09 03:00:00,0.85,0.849,0.87956,0.849,8705.35800975
2018-01-09 03:05:00,0.868,0.8647,0.868,0.8491,7512.547915
2018-01-09 03:10:00,0.8598,0.86,0.88069,0.8598,4365.56688196
2018-01-09 03:15:00,0.8787,0.8767,0.8787,0.85,1796.300742
2018-01-09 03:20:00,0.86,0.837,0.87368,0.837,12955.91510902
2018-01-09 03:25:00,0.84,0.843,0.8692,0.84,1454.7657575
2018-01-09 03:30:00,0.8685,0.85398,0.8685,0.837,25379.50478632
2018-01-09 03:35:00,0.85368,0.86,0.8668,0.837,23044.44749835
2018-01-09 03:40:00,0.86,0.8529,0.86688,0.8529,27631.51080649
2018-01-09 03:45:00,0.85989,0.853,0.8663,0.8433,1513.87125188
2018-01-09 03:50:00,0.854,0.8621,0.8636,0.853,911.88446076
2018-01-09 03:55:00,0.86,0.858,0.86,0.853,1697.46840991
2018-01-09 04:00:00,0.8587,0.8599,0.86,0.8587,14809.20960205
2018-01-09 04:05:00,0.8599,0.8599,0.8599,0.841,30095.16616099
2018-01-09 04:10:00,0.8599,0.8572,0.8599,0.85,3494.61366103
2018-01-09 04:15:00,0.855,0.8543,0.8579,0.838,14589.37019948
2018-01-09 04:20:00,0.8545,0.85528,0.85732,0.8545,16988.28233104
2018-01-09 04:25:00,0.85528,0.8534,0.8578,0.8454,8231.62921801
2018-01-09 04:30:00,0.85,0.84594,0.85683,0.84594,3256.99206798
2018-01-09 04:35:00,0.85314,0.85,0.85544,0.84594,3428.90143895
2018-01-09 04:40:00,0.85564,0.86,0.86,0.8539,8795.07385126
2018-01-09 04:45:00,0.86,0.8629,0.8629,0.85361,5763.26119939
2018-01-09 04:50:00,0.8629,0.86,0.8687,0.86,17303.92526657
2018-01-09 04:55:00,0.86,0.86,0.8687,0.86,54190.24842674
2018-01-09 05:00:00,0.8687,0.86,0.8691,0.86,45432.78178778
2018-01-09 05:05:00,0.86,0.865,0.8684,0.86,70841.70465396
2018-01-09 05:10:00,0.865,0.8684,0.8684,0.85361,11704.861406
2018-01-09 05:15:00,0.864,0.8678,0.8682,0.85077,12558.98513623
2018-01-09 05:20:00,0.86612,0.85,0.86613,0.85,16786.99286673
2018-01-09 05:25:00,0.8507,0.84488,0.865,0.8431,20452.88468234
2018-01-09 05:30:00,0.84488,0.839,0.8599,0.839,52575.23816405
2018-01-09 05:35:00,0.839,0.8395,0.8558,0.839,30966.32714551
2018-01-09 05:40:00,0.839,0.83,0.8526,0.82986,37150.39063241
2018-01-09 05:45:00,0.83,0.8468,0.84902,0.8299,4851.69345821
2018-01-09 05:50:00,0.84,0.846,0.8467,0.8377,4340.62300039
2018-01-09 05:55:00,0.838,0.846,0.864,0.838,6771.48591376
2018-01-09 06:00:00,0.86058,0.84919,0.86059,0.8457,7717.74340355
2018-01-09 06:05:00,0.8418,0.859,0.8606,0.841,5891.02507162
2018-01-09 06:10:00,0.859,0.85789,0.859,0.85789,3221.08167379
2018-01-09 06:15:00,0.85769,0.855,0.85789,0.845,6232.75688946
2018-01-09 06:20:00,0.85479,0.8559,0.8592,0.846,2337.52486399
2018-01-09 06:25:00,0.8599,0.85419,0.8599,0.85419,719.78999182
2018-01-09 06:30:00,0.85339,0.845,0.85339,0.845,6061.6056913600005
2018-01-09 06:35:00,0.85246,0.84,0.85246,0.84,9357.60914156
2018-01-09 06:40:00,0.84,0.845,0.8497,0.84,13785.89216433
2018-01-09 06:45:00,0.8497,0.8467,0.8497,0.84,4623.9015692699995
2018-01-09 06:50:00,0.8467,0.855,0.8587,0.8467,42980.91935022
2018-01-09 06:55:00,0.85604,0.89,0.894,0.8483,51884.22904712
2018-01-09 07:00:00,0.88969,0.87,0.8897,0.87,3971.3398119099998
2018-01-09 07:05:00,0.87,0.8767,0.8797,0.87,6485.6944389499995
2018-01-09 07:10:00,0.8765,0.873,0.92299,0.8551,12721.65238973
2018-01-09 07:15:00,0.915,0.881,0.92298,0.871,20769.96497907
2018-01-09 07:20:00,0.89,0.8971,0.8987,0.881,18176.819622259998
2018-01-09 07:25:00,0.897,0.89,0.92,0.89,31634.79713345
2018-01-09 07:30:00,0.8959,0.8994,0.92,0.8811,25102.80031625
2018-01-09 07:35:00,0.8994,0.9,0.9,0.895,17781.2051736
2018-01-09 07:40:00,0.9005,0.93,0.97,0.9005,53270.73345142
2018-01-09 07:45:00,0.93,0.932,0.959,0.925,23598.10119083
2018-01-09 07:50:00,0.935,0.931,0.94785,0.926,15032.87858719
2018-01-09 07:55:00,0.9429,0.93001,0.94497,0.93,40562.20128654
2018-01-09 08:00:00,0.9439,0.9497,0.9498,0.926,74249.2118459
2018-01-09 08:05:00,0.9498,0.94923,0.9498,0.926,17040.71881358
2018-01-09 08:10:00,0.949,0.9377,0.94913,0.925,8777.58591052
2018-01-09 08:15:00,0.9302,0.9378,0.9378,0.92806,6293.71745323
2018-01-09 08:20:00,0.9378,0.938,0.938,0.935,33957.31943245
2018-01-09 08:25:00,0.938,0.9398,0.9398,0.938,42779.29536501
2018-01-09 08:30:00,0.9398,0.912,0.9398,0.91,32786.10083929
2018-01-09 08:35:00,0.9319,0.9398,0.9398,0.919,8555.74259512
2018-01-09 08:40:00,0.9398,0.904,0.94879,0.9011,16855.32921221
2018-01-09 08:45:00,0.92,0.9169,0.92959,0.896,56481.25277095
2018-01-09 08:50:00,0.9169,0.89299,0.9169,0.89299,24525.31191001
2018-01-09 08:55:00,0.8989,0.8888,0.8989,0.882,12880.06671364
2018-01-09 09:00:00,0.8902,0.9149,0.9149,0.8888,20206.97465297
2018-01-09 09:05:00,0.9149,0.9139,0.92899,0.899,45931.35892926
2018-01-09 09:10:00,0.899,0.91431,0.91442,0.899,7500.98497787
2018-01-09 09:15:00,0.91,0.906,0.9142,0.905,4290.99241367
2018-01-09 09:20:00,0.906,0.92889,0.92889,0.905,15642.68707
2018-01-09 09:25:00,0.91,0.91,0.9279,0.907,10519.19987647
2018-01-09 09:30:00,0.907,0.9259,0.9278,0.9063,7606.531325
2018-01-09 09:35:00,0.9259,0.9249,0.9259,0.91,17579.94764299
2018-01-09 09:40:00,0.9249,0.911,0.9249,0.9102,3692.7399856800002
2018-01-09 09:45:00,0.91895,0.9245,0.9246,0.91453,3116.53596028
2018-01-09 09:50:00,0.9245,0.9209,0.9245,0.9,86659.44110661
2018-01-09 09:55:00,0.906,0.9085,0.9099,0.8989,19025.32141908
2018-01-09 10:00:00,0.8989,0.8995,0.9076,0.8989,9328.2328108
2018-01-09 10:05:00,0.8989,0.89201,0.8996,0.8902,7073.339446999999
2018-01-09 10:10:00,0.89201,0.8949,0.8949,0.8915,12996.00524174
2018-01-09 10:15:00,0.89201,0.87794,0.8947,0.87794,9152.85729432
2018-01-09 10:20:00,0.88,0.885,0.8946,0.8706,47254.64456315
2018-01-09 10:25:00,0.885,0.8899,0.8932,0.85954,44086.08139708
2018-01-09 10:30:00,0.889,0.889,0.8899,0.86243,6001.97978584
2018-01-09 10:35:00,0.88,0.87,0.887,0.86,9074.84232131
2018-01-09 10:40:00,0.87,0.85412,0.87,0.85412,26029.05471555
2018-01-09 10:45:00,0.85181,0.8692,0.8693,0.8455,27122.41858668
2018-01-09 10:50:00,0.8592,0.8597,0.8688,0.85,4649.33861992
2018-01-09 10:55:00,0.8587,0.857,0.8587,0.848,24124.52605317
2018-01-09 11:00:00,0.8545,0.8608,0.8612,0.8502,1331.26321719
2018-01-09 11:05:00,0.8523,0.852,0.8598,0.8501,10147.83504558
2018-01-09 11:10:00,0.852,0.85,0.8612,0.85,63264.27486726
2018-01-09 11:15:00,0.85,0.8675,0.9,0.85,83543.65647443
2018-01-09 11:20:00,0.8758,0.8685,0.8758,0.8556,11782.78552663
2018-01-09 11:25:00,0.867,0.8656,0.867,0.86,29281.20320722
2018-01-09 11:30:00,0.8666,0.8664,0.867,0.86,12285.80296781
2018-01-09 11:35:00,0.8669,0.867,0.867,0.86,27967.8473118
2018-01-09 11:40:00,0.867,0.87,0.87,0.861,4850.7583159
2018-01-09 11:45:00,0.87,0.8761,0.8884,0.87,16671.07114073
2018-01-09 11:50:00,0.8761,0.8879,0.8879,0.8702,6098.15582952
2018-01-09 11:55:00,0.8834,0.8808,0.8865,0.8705,4697.26470076
2018-01-09 12:00:00,0.875,0.887,0.89,0.875,12717.489046249999
2018-01-09 12:05:00,0.8884,0.8883,0.8893,0.883,13011.43575733
2018-01-09 12:10:00,0.8884,0.8947,0.89896,0.8875,8836.13314269
2018-01-09 12:15:00,0.894,0.8875,0.894,0.8875,17335.76835268
2018-01-09 12:20:00,0.8875,0.8875,0.8924,0.8875,7618.81222942
2018-01-09 12:25:00,0.8921,0.8875,0.8924,0.8875,9185.88643974
2018-01-09 12:30:00,0.8899,0.8929,0.8939,0.8879,12236.29086112
2018-01-09 12:35:00,0.8929,0.89,0.8951,0.8875,11405.69583855
2018-01-09 12:40:00,0.89,0.87703,0.89,0.8751,42988.06572167
2018-01-09 12:45:00,0.87743,0.8721,0.8838,0.8721,4423.35665153
2018-01-09 12:50:00,0.8799,0.851,0.8799,0.85,35480.31893953
2018-01-09 12:55:00,0.8713,0.8701,0.8713,0.85109,7285.59649763
2018-01-09 13:00:00,0.853,0.8703,0.8703,0.853,3986.78627792
2018-01-09 13:05:00,0.8771,0.8693,0.8771,0.862,4569.99512085
2018-01-09 13:10:00,0.8668,0.85109,0.8777,0.85109,8424.70850946
2018-01-09 13:15:00,0.85109,0.8621,0.8725,0.8477,204539.47960037
2018-01-09 13:20:00,0.862,0.87,0.87,0.8491,32448.82252689
2018-01-09 13:25:00,0.868,0.8477,0.868,0.8477,11960.92991736
2018-01-09 13:30:00,0.8477,0.8599,0.86,0.8477,79268.36318785
