time,open,close,high,low,volume
2018-04-07 15:55:00,1.0,1.0,1.0,1.0,50.0
2018-04-07 16:00:00,0.99,0.99,0.99,0.99,20.0
2018-04-07 16:05:00,0.9,0.49,0.9,0.49,53.9
2018-04-07 16:10:00,0.49,0.19,0.49,0.19,1440.70962973
2018-04-07 16:15:00,0.189,0.189,0.189,0.189,338.56315707
2018-04-07 16:25:00,0.3899,0.3899,0.3899,0.3899,50.0
2018-04-07 16:30:00,0.38,0.3798,0.39,0.36,2952.91098294
2018-04-07 16:40:00,0.2,0.2,0.2,0.2,10.0
2018-04-07 16:55:00,0.19,0.2,0.2,0.19,1200.0
2018-04-07 17:05:00,0.2,0.2,0.2,0.2,17.992
2018-04-07 17:30:00,0.19,0.19,0.19,0.19,0.0157
2018-04-07 17:50:00,0.1889,0.1734,0.1898,0.1734,6893.41587939
2018-04-07 17:55:00,0.1897,0.1897,0.1897,0.1897,551.0
2018-04-07 18:05:00,0.1734,0.1734,0.1734,0.1734,754.61722657
2018-04-07 18:10:00,0.1897,0.1734,0.1898,0.1734,1162.15818408
2018-04-07 18:45:00,0.175,0.17,0.175,0.17,756.4109979499999
2018-04-07 18:50:00,0.1699,0.153,0.1699,0.153,2333.8860307600003
2018-04-07 18:55:00,0.186,0.186,0.186,0.186,296.12476223
2018-04-07 19:05:00,0.1845,0.1845,0.1845,0.1845,277.84776259
2018-04-07 19:10:00,0.1845,0.1845,0.1845,0.1845,10.0
2018-04-07 19:20:00,0.1845,0.1845,0.1845,0.1845,200.0
2018-04-07 19:25:00,0.1555,0.1555,0.1555,0.1555,399.2
2018-04-07 19:45:00,0.184,0.184,0.184,0.184,236.98205779
2018-04-07 20:45:00,0.1599,0.1599,0.1599,0.1599,400.0
2018-04-07 20:50:00,0.1556,0.1556,0.1556,0.1556,49.0
2018-04-07 20:55:00,0.178,0.178,0.178,0.178,1.0
2018-04-07 21:20:00,0.1768,0.1745,0.1768,0.1745,203.39422289
2018-04-07 21:25:00,0.171,0.171,0.171,0.171,399.6
2018-04-07 21:30:00,0.171,0.1741,0.1743,0.171,4795.200000000001
2018-04-07 21:35:00,0.17389,0.17389,0.17389,0.17389,2797.93112005
2018-04-07 21:40:00,0.1741,0.17384,0.1741,0.17384,399.6
2018-04-07 21:45:00,0.17384,0.1741,0.1741,0.17384,4053.53459891
2018-04-07 22:15:00,0.1798,0.1798,0.1798,0.1798,50.0
2018-04-07 22:20:00,0.1798,0.1798,0.1798,0.1798,2000.0
2018-04-07 22:35:00,0.1798,0.1798,0.1798,0.1798,251.21073154
2018-04-07 22:40:00,0.1798,0.1798,0.1798,0.1798,250.0
2018-04-07 23:05:00,0.1798,0.1798,0.1798,0.1798,1120.0
2018-04-07 23:45:00,0.165,0.165,0.165,0.165,3.992
2018-04-08 01:30:00,0.17945,0.17945,0.17945,0.17945,58.0
2018-04-08 01:50:00,0.17939,0.17939,0.17939,0.17939,110.0
2018-04-08 04:15:00,0.17939,0.17939,0.17939,0.17939,58.0
2018-04-08 06:05:00,0.17939,0.17939,0.17939,0.17939,500.0
2018-04-08 06:10:00,0.17939,0.1839,0.1839,0.17939,1000.0
2018-04-08 06:15:00,0.1839,0.1839,0.1839,0.1839,58.0
2018-04-08 06:25:00,0.1799,0.1799,0.1799,0.1799,167.84831708
2018-04-08 07:05:00,0.1799,0.1799,0.1799,0.1799,86.49601561
2018-04-08 07:25:00,0.1799,0.1799,0.1799,0.1799,290.5443966
2018-04-08 08:10:00,0.1799,0.1799,0.1799,0.1799,150.0
2018-04-08 08:35:00,0.1799,0.1838,0.1838,0.1799,508.70821886
2018-04-08 09:05:00,0.1838,0.1838,0.1838,0.1838,58.0
2018-04-08 09:10:00,0.166,0.166,0.166,0.166,1996.0
2018-04-08 09:25:00,0.181,0.18,0.181,0.18,385.63601088
2018-04-08 10:05:00,0.18,0.18,0.18,0.18,146.33888888
2018-04-08 10:30:00,0.181,0.181,0.181,0.181,150.0
2018-04-08 10:35:00,0.181,0.181,0.181,0.181,1000.0
2018-04-08 11:10:00,0.181,0.183,0.183,0.181,1000.0
2018-04-08 11:15:00,0.18,0.18,0.18,0.18,622.38679412
2018-04-08 11:20:00,0.18,0.18,0.18,0.18,3000.0
2018-04-08 11:40:00,0.18,0.18,0.18,0.18,1645.74502478
2018-04-08 11:50:00,0.18,0.18,0.18,0.18,333.33333333
2018-04-08 12:10:00,0.171,0.171,0.171,0.171,507.69080242
2018-04-08 12:15:00,0.17101,0.17,0.17101,0.17,40256.66711615
2018-04-08 12:25:00,0.17001,0.17,0.17001,0.17,5980.243521060001
2018-04-08 12:40:00,0.17,0.17,0.17,0.17,4215.14752352
